termmeetingtime,kind,date,HTML4,HTML5,HTML6,HTML7,HTML8,HTML9,HTML10,HTML11,HTML12,HTML13,term,period,temp_meeting_no,meetingno,testformalmeetingname
第07屆 第08會期 第06次會議,常會,"100/10/21, 100/10/25",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/06/LCEWC03_070806.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/06/LCEWC03_070806.htm,,,,,,,,,7,8,,6,立法院第7屆第8會期第6次
第07屆 第08會期 第05次會議,常會,"100/10/14, 100/10/18",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/07/08/05/LCEWC03_070805.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/07/08/05/LCEWC03_070805.htm,,,,,,,,,7,8,,5,立法院第7屆第8會期第5次
第08屆 第03會期 第04次會議,常會,"102/03/15, 102/03/19",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/04/LCEWC03_080304.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/04/LCEWC03_080304.htm,,,,,,,,,8,3,,4,立法院第8屆第3會期第4次
第08屆 第03會期 第03次會議,常會,"102/03/08, 102/03/12",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/03/LCEWC03_080303.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/03/LCEWC03_080303.htm,,,,,,,,,8,3,,3,立法院第8屆第3會期第3次
第08屆 第03會期 第02次會議,常會,"102/03/01, 102/03/05",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/02/LCEWC03_080302.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/02/LCEWC03_080302.htm,,,,,,,,,8,3,,2,立法院第8屆第3會期第2次
第08屆 第03會期 第01次會議,常會,102/02/26,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/01/LCEWC03_080301.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/01/LCEWC03_080301.htm,,,,,,,,,8,3,,1,立法院第8屆第3會期第1次
第08屆 第02會期 第17次會議,常會,"102/01/11, 102/01/14, 102/01/15",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/17/LCEWC03_080217.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/17/LCEWC03_080217.htm,,,,,,,,,8,2,,17,立法院第8屆第2會期第17次
第08屆 第02會期 第16次會議,常會,"102/01/04, 102/01/08",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/16/LCEWC03_080216.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/16/LCEWC03_080216.htm,,,,,,,,,8,2,,16,立法院第8屆第2會期第16次
第08屆 第02會期 第15次會議,常會,101/12/28,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/15/LCEWC03_080215.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/15/LCEWC03_080215.htm,,,,,,,,,8,2,,15,立法院第8屆第2會期第15次
第08屆 第02會期 第14次會議,常會,"101/12/21, 101/12/25",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/14/LCEWC03_080214.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/14/LCEWC03_080214.htm,,,,,,,,,8,2,,14,立法院第8屆第2會期第14次
第08屆 第02會期 第13次會議,常會,"101/12/14, 101/12/18",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/13/LCEWC03_080213.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/13/LCEWC03_080213.htm,,,,,,,,,8,2,,13,立法院第8屆第2會期第13次
第08屆 第02會期 第12次會議,常會,"101/12/07, 101/12/11",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/12/LCEWC03_080212.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/12/LCEWC03_080212.htm,,,,,,,,,8,2,,12,立法院第8屆第2會期第12次
第08屆 第02會期 第11次會議,常會,"101/11/30, 101/12/04",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/11/LCEWC03_080211.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/11/LCEWC03_080211.htm,,,,,,,,,8,2,,11,立法院第8屆第2會期第11次
第08屆 第02會期 第10次會議,常會,"101/11/23, 101/11/27",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/10/LCEWC03_080210.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/10/LCEWC03_080210.htm,,,,,,,,,8,2,,10,立法院第8屆第2會期第10次
第08屆 第02會期 第09次會議,常會,"101/11/16, 101/11/20",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/09/LCEWC03_080209.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/09/LCEWC03_080209.htm,,,,,,,,,8,2,,9,立法院第8屆第2會期第9次
第08屆 第02會期 第08次會議,常會,"101/11/09, 101/11/13",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/08/LCEWC03_080208.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/08/LCEWC03_080208.htm,,,,,,,,,8,2,,8,立法院第8屆第2會期第8次
第08屆 第02會期 第07次會議,常會,"101/11/02, 101/11/06, 101/11/06",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/07/LCEWC03_080207.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/07/LCEWC03_080207.htm,,,,,,,,,8,2,,7,立法院第8屆第2會期第7次
第08屆 第02會期 第06次會議,常會,"101/10/26, 101/10/30",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/06/LCEWC03_080206.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/06/LCEWC03_080206.htm,,,,,,,,,8,2,,6,立法院第8屆第2會期第6次
第08屆 第02會期 第05次會議,常會,"101/10/19, 101/10/23",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/05/LCEWC03_080205.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/05/LCEWC03_080205.htm,,,,,,,,,8,2,,5,立法院第8屆第2會期第5次
第08屆 第02會期 第04次會議,常會,"101/10/12, 101/10/15, 101/10/16",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/04/LCEWC03_080204.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/04/LCEWC03_080204.htm,,,,,,,,,8,2,,4,立法院第8屆第2會期第4次
第08屆 第02會期 第03次會議,常會,"101/10/05, 101/10/09",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/03/LCEWC03_080203.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/03/LCEWC03_080203.htm,,,,,,,,,8,2,,3,立法院第8屆第2會期第3次
第08屆 第02會期 第02次會議,常會,"101/09/28, 101/10/02",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/02/LCEWC03_080202.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/02/LCEWC03_080202.htm,,,,,,,,,8,2,,2,立法院第8屆第2會期第2次
第08屆 第02會期 第01次會議,常會,"101/09/18, 101/09/22",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/02/01/LCEWC03_080201.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/02/01/LCEWC03_080201.htm,,,,,,,,,8,2,,1,立法院第8屆第2會期第1次
第08屆 第01會期 第01次臨時會 第01次會議,臨時會,"101/07/25, 101/07/26",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/01/01/01/LCEWC03_08010101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/01/01/LCEWC03_080101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/01/01/LCEWC03_080101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/01/01/01/LCEWC03_080101.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/01/01/01/LCEWC03_08010101.htm,,,,8,1,1,1,立法院第8屆第1會期第1次
第08屆 第01會期 第02次會議,談話會,101/07/24,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/08/01/02/LCEWC03_080102.htm,,,8,1,,2,立法院第8屆第1會期第2次
第08屆 第01會期 第15次會議,常會,101/06/08,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/15/LCEWC03_080115.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/15/LCEWC03_080115.htm,,,,,,,,,8,1,,15,立法院第8屆第1會期第15次
第08屆 第01會期 第14次會議,常會,"101/06/01, 101/06/05",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/01/14/LCEWC03_080114.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/01/14/LCEWC03_080114.htm,,,,,,,,,8,1,,14,立法院第8屆第1會期第14次
第08屆 第04會期 第06次會議,常會,"102/10/18, 102/10/22",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/06/LCEWC03_080406.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/06/LCEWC03_080406.htm,,,,,,,,,8,4,,6,立法院第8屆第4會期第6次
第08屆 第04會期 第02次會議,全院委員會,102/10/14,,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/01/08/04/02/LCEWC03_080402.htm,,8,4,,2,立法院第8屆第4會期第2次
第08屆 第04會期 第05次會議,常會,"102/10/11, 102/10/15",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/05/LCEWC03_080405.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/05/LCEWC03_080405.htm,,,,,,,,,8,4,,5,立法院第8屆第4會期第5次
第08屆 第04會期 第04次會議,常會,"102/10/04, 102/10/08",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/04/LCEWC03_080404.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/04/LCEWC03_080404.htm,,,,,,,,,8,4,,4,立法院第8屆第4會期第4次
第08屆 第04會期 第03次會議,常會,"102/09/27, 102/10/01",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/03/LCEWC03_080403.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/03/LCEWC03_080403.htm,,,,,,,,,8,4,,3,立法院第8屆第4會期第3次
第08屆 第04會期 第01次會議,全院委員會,102/09/26,,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/01/08/04/01/LCEWC03_080401.htm,,8,4,,1,立法院第8屆第4會期第1次
第08屆 第04會期 第02次會議,常會,102/09/24,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/02/LCEWC03_080402.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/02/LCEWC03_080402.htm,,,,,,,,,8,4,,2,立法院第8屆第4會期第2次
第08屆 第04會期 第01次會議,常會,102/09/17,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/01/LCEWC03_080401.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/01/LCEWC03_080401.htm,,,,,,,,,8,4,,1,立法院第8屆第4會期第1次
第08屆 第03會期 第02次臨時會 第01次會議,臨時會,"102/07/30, 102/08/06",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/03/02/01/LCEWC03_08030201.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/03/02/LCEWC03_080302.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/03/02/LCEWC03_080302.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/03/02/01/LCEWC03_080301.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/03/02/01/LCEWC03_08030201.htm,,,,8,3,2,1,立法院第8屆第3會期第1次
第08屆 第03會期 第02次會議,談話會,102/07/29,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/08/03/02/LCEWC03_080302.htm,,,8,3,,2,立法院第8屆第3會期第2次
第08屆 第03會期 第01次臨時會 第02次會議,臨時會,"102/06/21, 102/06/25, 102/06/27",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/03/01/02/LCEWC03_08030102.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/03/01/LCEWC03_080301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/03/01/LCEWC03_080301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/03/01/02/LCEWC03_080302.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/03/01/02/LCEWC03_08030102.htm,,,,8,3,1,2,立法院第8屆第3會期第2次
第08屆 第03會期 第01次臨時會 第01次會議,臨時會,"102/06/13, 102/06/14, 102/06/18",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/03/01/01/LCEWC03_08030101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/03/01/LCEWC03_080301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/03/01/LCEWC03_080301.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/03/01/01/LCEWC03_080301.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/03/01/01/LCEWC03_08030101.htm,,,,8,3,1,1,立法院第8屆第3會期第1次
第08屆 第03會期 第01次會議,全院委員會,102/06/13,,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/01/08/03/01/LCEWC03_080301.htm,,8,3,,1,立法院第8屆第3會期第1次
第08屆 第03會期 第01次會議,談話會,102/06/13,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/08/03/01/LCEWC03_080301.htm,,,8,3,,1,立法院第8屆第3會期第1次
第08屆 第03會期 第15次會議,常會,102/05/31,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/15/LCEWC03_080315.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/15/LCEWC03_080315.htm,,,,,,,,,8,3,,15,立法院第8屆第3會期第15次
第08屆 第03會期 第14次會議,常會,"102/05/24, 102/05/28",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/14/LCEWC03_080314.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/14/LCEWC03_080314.htm,,,,,,,,,8,3,,14,立法院第8屆第3會期第14次
第08屆 第03會期 第13次會議,常會,"102/05/17, 102/05/21",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/13/LCEWC03_080313.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/13/LCEWC03_080313.htm,,,,,,,,,8,3,,13,立法院第8屆第3會期第13次
第08屆 第03會期 第12次會議,常會,"102/05/10, 102/05/14",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/12/LCEWC03_080312.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/12/LCEWC03_080312.htm,,,,,,,,,8,3,,12,立法院第8屆第3會期第12次
第08屆 第03會期 第11次會議,常會,"102/05/03, 102/05/07",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/11/LCEWC03_080311.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/11/LCEWC03_080311.htm,,,,,,,,,8,3,,11,立法院第8屆第3會期第11次
第08屆 第03會期 第10次會議,常會,"102/04/26, 102/04/30",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/10/LCEWC03_080310.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/10/LCEWC03_080310.htm,,,,,,,,,8,3,,10,立法院第8屆第3會期第10次
第08屆 第03會期 第09次會議,常會,"102/04/19, 102/04/23",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/09/LCEWC03_080309.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/09/LCEWC03_080309.htm,,,,,,,,,8,3,,9,立法院第8屆第3會期第9次
第08屆 第03會期 第08次會議,常會,"102/04/12, 102/04/16",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/08/LCEWC03_080308.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/08/LCEWC03_080308.htm,,,,,,,,,8,3,,8,立法院第8屆第3會期第8次
第08屆 第03會期 第07次會議,常會,102/04/09,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/07/LCEWC03_080307.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/07/LCEWC03_080307.htm,,,,,,,,,8,3,,7,立法院第8屆第3會期第7次
第08屆 第03會期 第06次會議,常會,"102/03/29, 102/04/02",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/06/LCEWC03_080306.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/06/LCEWC03_080306.htm,,,,,,,,,8,3,,6,立法院第8屆第3會期第6次
第08屆 第03會期 第05次會議,常會,"102/03/22, 102/03/26",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/03/05/LCEWC03_080305.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/03/05/LCEWC03_080305.htm,,,,,,,,,8,3,,5,立法院第8屆第3會期第5次
第08屆 第05會期 第10次會議,常會,"103/05/16, 103/05/20",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/05/10/LCEWC03_080510.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/05/10/LCEWC03_080510.htm,,,,,,,,,8,5,,10,立法院第8屆第5會期第10次
第08屆 第05會期 第09次會議,常會,"103/05/09, 103/05/13",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/05/09/LCEWC03_080509.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/05/09/LCEWC03_080509.htm,,,,,,,,,8,5,,9,立法院第8屆第5會期第9次
第08屆 第05會期 第08次會議,常會,"103/05/02, 103/05/06",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/05/08/LCEWC03_080508.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/05/08/LCEWC03_080508.htm,,,,,,,,,8,5,,8,立法院第8屆第5會期第8次
第08屆 第05會期 第07次會議,常會,"103/04/25, 103/04/29",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/05/07/LCEWC03_080507.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/05/07/LCEWC03_080507.htm,,,,,,,,,8,5,,7,立法院第8屆第5會期第7次
第08屆 第05會期 第06次會議* ,常會,"103/04/18, 103/04/22",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/05/06/LCEWC03_080506.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/05/06/LCEWC03_080506.htm,,,,,,,,,8,5,,6,立法院第8屆第5會期第6次
第08屆 第05會期 第05次會議,常會,103/04/11,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/05/05/LCEWC03_080505.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/05/05/LCEWC03_080505.htm,,,,,,,,,8,5,,5,立法院第8屆第5會期第5次
第08屆 第05會期 第04次會議,常會,"103/03/14, 103/03/18",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/05/04/LCEWC03_080504.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/05/04/LCEWC03_080504.htm,,,,,,,,,8,5,,4,立法院第8屆第5會期第4次
第08屆 第05會期 第03次會議,常會,"103/03/07, 103/03/11",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/05/03/LCEWC03_080503.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/05/03/LCEWC03_080503.htm,,,,,,,,,8,5,,3,立法院第8屆第5會期第3次
第08屆 第05會期 第02次會議,常會,103/03/04,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/05/02/LCEWC03_080502.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/05/02/LCEWC03_080502.htm,,,,,,,,,8,5,,2,立法院第8屆第5會期第2次
第08屆 第05會期 第01次會議,常會,"103/02/21, 103/02/25",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/05/01/LCEWC03_080501.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/05/01/LCEWC03_080501.htm,,,,,,,,,8,5,,1,立法院第8屆第5會期第1次
第08屆 第04會期 第01次臨時會 第01次會議,臨時會,"103/01/27, 103/01/28",,,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/04/01/01/LCEWC03_08040101.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec/03/08/04/01/LCEWC03_080401.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/04/01/LCEWC03_080401.htm,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/04/01/01/LCEWC03_080401.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/03/08/04/01/01/LCEWC03_08040101.htm,,,,8,4,1,1,立法院第8屆第4會期第1次
第08屆 第04會期 第01次會議,談話會,103/01/27,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/04/08/04/01/LCEWC03_080401.htm,,,8,4,,1,立法院第8屆第4會期第1次
第08屆 第04會期 第01次臨時會 第01次全院委員會 ,臨時會(全院委員會),103/01/27,,,,,,,,,,https://lci.ly.gov.tw/LyLCEW/html/agendarec1/05/08/04/01/01/LCEWC03_08040101.htm,8,4,,1,立法院第8屆第4會期第1次
第08屆 第04會期 第18次會議,常會,"103/01/09, 103/01/10, 103/01/14",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/18/LCEWC03_080418.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/18/LCEWC03_080418.htm,,,,,,,,,8,4,,18,立法院第8屆第4會期第18次
第08屆 第04會期 第17次會議,常會,"103/01/03, 103/01/07",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/17/LCEWC03_080417.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/17/LCEWC03_080417.htm,,,,,,,,,8,4,,17,立法院第8屆第4會期第17次
第08屆 第04會期 第16次會議,常會,"102/12/27, 102/12/31",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/16/LCEWC03_080416.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/16/LCEWC03_080416.htm,,,,,,,,,8,4,,16,立法院第8屆第4會期第16次
第08屆 第04會期 第15次會議,常會,"102/12/20, 102/12/24",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/15/LCEWC03_080415.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/15/LCEWC03_080415.htm,,,,,,,,,8,4,,15,立法院第8屆第4會期第15次
第08屆 第04會期 第14次會議,常會,102/12/13,http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/14/LCEWC03_080414.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/14/LCEWC03_080414.htm,,,,,,,,,8,4,,14,立法院第8屆第4會期第14次
第08屆 第04會期 第13次會議,常會,"102/12/06, 102/12/10",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/13/LCEWC03_080413.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/13/LCEWC03_080413.htm,,,,,,,,,8,4,,13,立法院第8屆第4會期第13次
第08屆 第04會期 第12次會議,常會,"102/11/29, 102/12/03",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/12/LCEWC03_080412.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/12/LCEWC03_080412.htm,,,,,,,,,8,4,,12,立法院第8屆第4會期第12次
第08屆 第04會期 第11次會議,常會,"102/11/22, 102/11/26",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/11/LCEWC03_080411.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/11/LCEWC03_080411.htm,,,,,,,,,8,4,,11,立法院第8屆第4會期第11次
第08屆 第04會期 第10次會議,常會,"102/11/15, 102/11/19",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/10/LCEWC03_080410.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/10/LCEWC03_080410.htm,,,,,,,,,8,4,,10,立法院第8屆第4會期第10次
第08屆 第04會期 第09次會議,常會,"102/11/08, 102/11/12",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/09/LCEWC03_080409.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/09/LCEWC03_080409.htm,,,,,,,,,8,4,,9,立法院第8屆第4會期第9次
第08屆 第04會期 第08次會議,常會,"102/11/01, 102/11/05",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/08/LCEWC03_080408.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/08/LCEWC03_080408.htm,,,,,,,,,8,4,,8,立法院第8屆第4會期第8次
第08屆 第04會期 第07次會議,常會,"102/10/25, 102/10/29",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/04/07/LCEWC03_080407.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/04/07/LCEWC03_080407.htm,,,,,,,,,8,4,,7,立法院第8屆第4會期第7次
第08屆 第06會期 第11次會議,常會,"103/11/21, 103/12/02",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/11/LCEWC03_080611.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/11/LCEWC03_080611.htm,,,,,,,,,8,6,,11,立法院第8屆第6會期第11次
第08屆 第06會期 第10次會議,常會,"103/11/14, 103/11/18",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/10/LCEWC03_080610.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/10/LCEWC03_080610.htm,,,,,,,,,8,6,,10,立法院第8屆第6會期第10次
第08屆 第06會期 第09次會議,常會,"103/11/07, 103/11/11",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/09/LCEWC03_080609.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/09/LCEWC03_080609.htm,,,,,,,,,8,6,,9,立法院第8屆第6會期第9次
第08屆 第06會期 第08次會議,常會,"103/10/31, 103/11/04",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/08/LCEWC03_080608.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/08/LCEWC03_080608.htm,,,,,,,,,8,6,,8,立法院第8屆第6會期第8次
第08屆 第06會期 第07次會議,常會,"103/10/24, 103/10/28",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/07/LCEWC03_080607.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/07/LCEWC03_080607.htm,,,,,,,,,8,6,,7,立法院第8屆第6會期第7次
第08屆 第06會期 第06次會議,常會,"103/10/17, 103/10/21",http://lci.ly.gov.tw/LyLCEW/html/agendarec/02/08/06/06/LCEWC03_080606.htm,http://lci.ly.gov.tw/LyLCEW/html/agendarec1/02/08/06/06/LCEWC03_080606.htm,,,,,,,,,8,6,,6,立法院第8屆第6會期第6次
