SURVEY	ID	valuelabelcomb
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18ah	1屏東市;2潮洲鎮;3東港鎮;4恆春鎮;5萬丹鄉;6長治鄉;7麟洛鄉;8九如鄉;9里港鄉;10鹽埔鄉;11高樹鄉;12萬巒鄉;13內埔鄉;14竹田鄉;15新埤鄉;16枋寮鄉;17新園鄉;18崁頂鄉;19林邊鄉;20南州鄉;21佳冬鄉;22琉球鄉;23車城鄉;24滿州鄉;25枋山鄉;26三地門鄉;27霧台鄉;28瑪家鄉;29泰武鄉;30來義鄉;31春日鄉;32獅子鄉;33牡丹鄉;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18ai	1臺東市;2成功鎮;3關山鎮;4卑南鄉;5鹿野鄉;6池上鄉;7東河鄉;8長濱鄉;9太麻里鄉;10大武鄉;11綠島鄉;12海端鄉;13延平鄉;14金峰鄉;15達仁鄉;16蘭嶼鄉;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18aj	1花蓮市;2鳳林鎮;3玉里鎮;4新城鄉;5吉安鄉;6壽豐鄉;7光復鄉;8豐濱鄉;9瑞穗鄉;10富里鄉;11秀林鄉;12萬榮鄉;13卓溪鄉;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18ak	1馬公市;2湖西鄉;3白沙鄉;4西嶼鄉;5望安鄉;6七美鄉;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18al	1中正區;2七堵區;3暖暖區;4仁愛區;5中山區;6安樂區;7信義區;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18am	1東區;2北區;3香山區;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18an	1東區;2西區;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18ao	1金城鎮;2金湖鎮;3金沙鎮;4金寧鄉;5烈嶼鄉;6烏坵鄉;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18ap	1南竿鄉;2北竿鄉;3莒光鄉;4東引鄉;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18aq	1松山區;2信義區;3大安區;4中山區;5中正區;6大同區;7萬華區;8文山區;9南港區;10內湖區;11士林區;12北投區;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18ar	1鹽埕區;2鼓山區;3左營區;4楠梓區;5三民區;6新興區;7前金區;8苓雅區;9前鎮區;10旗津區;11小港區;12鳳山區;13林園區;14大寮區;15大樹區;16大社區;17仁武區;18鳥松區;19岡山區;20橋頭區;21燕巢區;22田寮區;23阿蓮區;24路竹區;25湖內區;26茄萣區;27永安區;28彌陀區;29梓官區;30旗山區;31美濃區;32六龜區;33甲仙區;34杉林區;35內門區;36茂林區;37桃源區;38那瑪夏區;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18as	1板橋區;2三重區;3中和區;4永和區;5新莊區;6新店區;7樹林區;8鶯歌區;9三峽區;10淡水區;11汐止區;12瑞芳區;13土城區;14蘆洲區;15五股區;16泰山區;17林口區;18深坑區;19石碇區;20坪林區;21三芝區;22石門區;23八里區;24平溪區;25雙溪區;26貢寮區;27金山區;28萬里區;29烏來區;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18at	1中區;2東區;3南區;4西區;5北區;6西屯區;7南屯區;8北屯區;9豐原區;10東勢區;11大甲區;12清水區;13沙鹿區;14梧棲區;15后里區;16神岡區;17潭子區;18大雅區;19新社區;20石岡區;21外埔區;22大安區;23烏日區;24大肚區;25龍井區;26霧峰區;27太平區;28大里區;29和平區;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18au	1新營區;2鹽水區;3白河區;4柳營區;5後壁區;6東山區;7麻豆區;8下營區;9六甲區;10官田區;11大內區;12佳里區;13學甲區;14西港區;15七股區;16將軍區;17北門區;18新化區;19善化區;20新市區;21安定區;22山上區;23玉井區;24楠西區;25南化區;26左鎮區;27仁德區;28歸仁區;29關廟區;30龍崎區;31永康區;32東區;33南區;34北區;35安南區;36安平區;37中西區;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S18av	1桃園區;2中壢區;3大溪區;4楊梅區;5蘆竹區;6大園區;7龜山區;8八德區;9龍潭區;10平鎮區;11新屋區;12觀音區;13復興區;95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S19	1電話;92沒有電話;95拒答
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S2	1本省客家人;2本省閩南人;3大陸各省市人;4原住民;5大陸新住民;6外國新住民;7馬來西亞人;8菲律賓人;9越南人;10新加坡人;12印尼人;13緬甸人;14香港人;15柬埔寨人;95拒答;98不知道
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S20	95拒答
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S21	1Email;2沒有(或追蹤樣本不適用);95拒答
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S22	1願意簽署再測同意書;2拒絕簽署再測同意書;3追蹤樣本不適用
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S23	1男;2女
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S24	1國語;2臺語;3客家語;4國臺語並用;5國客語並用;6臺客語並用;95拒答
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S3	1本省客家人;2本省閩南人;3大陸各省市人;4原住民;5大陸新住民;6外國新住民;7馬來西亞人;8菲律賓人;9越南人;10新加坡人;12印尼人;13緬甸人;14香港人;15柬埔寨人;95拒答;98不知道
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S4	1不識字;2識字但未入學;3小學肄業;4小學畢業;5國、初中肄業;6國、初中畢業;7高中、職肄業;8高中、職畢業;9專科肄業;10專科畢業;11大學肄業(含在學中);12大學畢業;13研究所(含在學、肄業、畢業);95拒答
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S5	1是;2不是;95拒答;98不知道
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S6	1沒有;2佛教;3道教;4天主教;5基督教;6伊斯蘭教;7一貫道;8民間信仰;9佛、道教;10儒、釋、道教;11法輪功;12巴哈伊教;95拒答;98不知道
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S6a	1有;2沒有;95拒答;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S6b	1從未參加;2大約一年１次;3一年約2到11次;4大約一個月1次;5一個月幾次;6一週1次或1次以上;95拒答;98不知道
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S7	1擔任全職工作(每週工作32小時以上);2擔任兼職工作(每週工作15小時以上，不滿32小時);3兼差(每週工作少於15小時);4在家幫忙;5待業中(有找工作但沒找到);6學生或參加職業訓練;7退休;8家管;9因身體殘疾無法工作;10一直無業;95拒答
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S7a	10現役軍人;20學生;31家管，未做家庭代工;32家管，有做家庭代工;33家管，家裡有事業，有幫忙但未領薪水;34家管，家裡有事業，有幫忙且領薪水;40從未就職;1010民意代表及政府行政主管人員;1021公營企業負責人及主管人員;1022民營企業負責人及主管人員;1031公營生產及作業經理人員;1032民營生產及作業經理人員;1091公營其他經理人員;1092民營其他經理員;2011公立部門物理學、數學研究人員及工程科學專業人員;2012私立部門物理學、數學研究人員及工程科學專業人員;2021公立部門生物及醫學專業人員;2022私立部門生物及醫學專業人員;2031公立部門教師;2032私立部門教師;2041公立部門會計師及商業專業人員;2042私立部門會計師及商業專業人員;2051公立部門律師及法律專業人員;2052私立部門律師及法律專業人員;2061公立部門社會科學及有關專業人員;2062私立部門社會科學及有關專業人員;2091公立部門其他專業人員;2092私立部門其他專業人員;3011公立部門物理、工程科學助理專業人員;3012私立部門物理、工程科學助理專業人員;3021公立部門生物科學及醫療助理專業人員;3022私立部門生物科學及醫療助理專業人員;3031公立部門教學及有關助理專業人員;3032私立部門教學及有關助理專業人員;3041公立部門財務及商業服務助理專業人員;3042私立部門財務及商業服務助理專業人員;3051公立部門政府行政監督及企業業務監督人員;3052私立部門政府行政監督及企業業務監督人員;3061公立部門行政助理專業人員;3062私立部門行政助理專業人員;3071公立部門海關、稅務及有關政府助理專業人員;3072私立部門海關、稅務及有關政府助理專業人員;3091公立部門其他助理專業人員;3092私立部門其他助理專業人員;4011公立部門辦公室事務人員;4012私立部門辦公室事務人員;4021公立部門顧客服務事務人員;4022私立部門顧客服務事務人員;5011公立部門個人服務工作人員;5012私立部門個人服務工作人員;5021公立部門保安服務工作人員;5022私立部門保安服務工作人員;5031公立部門模特兒、售貨員及展售說明人員;5032私立部門模特兒、售貨員及展售說明人員;6011公立部門農、林、漁、牧工作人員;6012私立部門農、林、漁、牧工作人員;7011公立部門採礦工及營建主;7012私立部門採礦工及營建主;7021公立部門金屬、機具處理及製造有關工作者;7022私立部門金屬、機具處理及製造有關工作者;7031公立部門精密儀器、手工藝、印刷及有關工作者;7032私立部門精密儀器、手工藝、印刷及有關工作者;7091公立部門其他技術工及有關工作者;7092私立部門其他技術工及有關工作者;8011公立部門固定生產設備操作工;8012私立部門固定生產設備操作工;8021公立部門機械操作工;8022私立部門機械操作工;8031公立部門組裝工;8032私立部門組裝工;8041公立部門駕駛員及移運設備操作工;8042私立部門駕駛員及移運設備操作工;9011公立部門小販及服務工作;9012私立部門小販及服務工;9021公立部門生產體力工;9022私立部門生產體力工;9091公立部門其他非技術工及體力工;9092私立部門其他非技術工及體力工;9995拒答;9999跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S7b	10現役軍人;20學生;31家管，未做家庭代工;32家管，有做家庭代工;33家管，家裡有事業，有幫忙但未領薪水;34家管，家裡有事業，有幫忙且領薪水;40從未就職;1010民意代表及政府行政主管人員;1021公營企業負責人及主管人員;1022民營企業負責人及主管人員;1031公營生產及作業經理人員;1032民營生產及作業經理人員;1091公營其他經理人員;1092民營其他經理員;2011公立部門物理學、數學研究人員及工程科學專業人員;2012私立部門物理學、數學研究人員及工程科學專業人員;2021公立部門生物及醫學專業人員;2022私立部門生物及醫學專業人員;2031公立部門教師;2032私立部門教師;2041公立部門會計師及商業專業人員;2042私立部門會計師及商業專業人員;2051公立部門律師及法律專業人員;2052私立部門律師及法律專業人員;2061公立部門社會科學及有關專業人員;2062私立部門社會科學及有關專業人員;2091公立部門其他專業人員;2092私立部門其他專業人員;3011公立部門物理、工程科學助理專業人員;3012私立部門物理、工程科學助理專業人員;3021公立部門生物科學及醫療助理專業人員;3022私立部門生物科學及醫療助理專業人員;3031公立部門教學及有關助理專業人員;3032私立部門教學及有關助理專業人員;3041公立部門財務及商業服務助理專業人員;3042私立部門財務及商業服務助理專業人員;3051公立部門政府行政監督及企業業務監督人員;3052私立部門政府行政監督及企業業務監督人員;3061公立部門行政助理專業人員;3062私立部門行政助理專業人員;3071公立部門海關、稅務及有關政府助理專業人員;3072私立部門海關、稅務及有關政府助理專業人員;3091公立部門其他助理專業人員;3092私立部門其他助理專業人員;4011公立部門辦公室事務人員;4012私立部門辦公室事務人員;4021公立部門顧客服務事務人員;4022私立部門顧客服務事務人員;5011公立部門個人服務工作人員;5012私立部門個人服務工作人員;5021公立部門保安服務工作人員;5022私立部門保安服務工作人員;5031公立部門模特兒、售貨員及展售說明人員;5032私立部門模特兒、售貨員及展售說明人員;6011公立部門農、林、漁、牧工作人員;6012私立部門農、林、漁、牧工作人員;7011公立部門採礦工及營建主;7012私立部門採礦工及營建主;7021公立部門金屬、機具處理及製造有關工作者;7022私立部門金屬、機具處理及製造有關工作者;7031公立部門精密儀器、手工藝、印刷及有關工作者;7032私立部門精密儀器、手工藝、印刷及有關工作者;7091公立部門其他技術工及有關工作者;7092私立部門其他技術工及有關工作者;8011公立部門固定生產設備操作工;8012私立部門固定生產設備操作工;8021公立部門機械操作工;8022私立部門機械操作工;8031公立部門組裝工;8032私立部門組裝工;8041公立部門駕駛員及移運設備操作工;8042私立部門駕駛員及移運設備操作工;9011公立部門小販及服務工作;9012私立部門小販及服務工;9021公立部門生產體力工;9022私立部門生產體力工;9091公立部門其他非技術工及體力工;9092私立部門其他非技術工及體力工;9995拒答;9999跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S8	1已婚;2分居;3寡居;4同居;5離婚;6未婚;95拒答
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	S9	1本省客家人;2本省閩南人;3大陸各省市(外省人);4原住民;5大陸新住民(陸配);6外國新住民(外配);95拒答;98不知道;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	Sex	1男性;2女性
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	Tau	1第01套;2第02套;3第03套;4第04套;5第05套;6第06套;7第07套;8第08套;9第09套;10第10套;11第11套;12第12套;13第13套;14第14套;15第15套;16第16套;17第17套;18第18套;19第19套;20第20套;21第21套;22第22套;23第23套;24第24套;25第25套;26第26套;27第27套;28第28套;29第29套;30第30套;31第31套
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	Tondu	1儘快統一;2維持現狀，以後走向統一;3維持現狀，看情形再決定獨立或統一;4永遠維持現狀;5維持現狀，以後走向獨立;6儘快獨立;9無反應
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	Tondu3	1統一;2維持現狀;3獨立;9無反應
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	Town	202宜蘭縣羅東鎮;205宜蘭縣礁溪鄉;209宜蘭縣五結鄉;302桃園市中壢區;303桃園市大溪區;307桃園市龜山區;310桃園市平鎮區;401新竹縣竹北市;402新竹縣竹東鎮;403新竹縣新埔鎮;406新竹縣新豐鄉;501苗栗縣苗栗市;508苗栗縣大湖鄉;516苗栗縣三灣鄉;701彰化縣彰化市;703彰化縣和美鎮;706彰化縣福興鄉;709彰化縣芬園鄉;710彰化縣員林市;714彰化縣埔鹽鄉;716彰化縣永靖鄉;718彰化縣二水鄉;719彰化縣北斗鎮;721彰化縣田尾鄉;722彰化縣埤頭鄉;905雲林縣土庫鎮;906雲林縣北港鎮;909雲林縣莿桐鄉;917雲林縣元長鄉;920雲林縣水林鄉;1004嘉義縣大林鎮;1005嘉義縣民雄鄉;1013嘉義縣中埔鄉;1301屏東縣屏東市;1316屏東縣枋寮鄉;1317屏東縣新園鄉;1321屏東縣佳冬鄉;1401臺東縣臺東市;1402臺東縣成功鎮;1404臺東縣卑南鄉;1501花蓮縣花蓮市;1503花蓮縣玉里鎮;1509花蓮縣瑞穗鄉;1704基隆市仁愛區;1705基隆市中山區;1706基隆市安樂區;1801新竹市東  區;1802新竹市北  區;1803新竹市香山區;2002嘉義市西  區;6301臺北市松山區;6303臺北市大安區;6304臺北市中山區;6306臺北市大同區;6308臺北市文山區;6311臺北市士林區;6312臺北市北投區;6402高雄市鼓山區;6403高雄市左營區;6404高雄市楠梓區;6405高雄市三民區;6406高雄市新興區;6408高雄市苓雅區;6410高雄市旗津區;6412高雄市鳳山區;6416高雄市大社區;6424高雄市路竹區;6430高雄市旗山區;6431高雄市美濃區;6501新北市板橋區;6502新北市三重區;6503新北市中和區;6504新北市永和區;6505新北市新莊區;6507新北市樹林區;6512新北市瑞芳區;6515新北市五股區;6517新北市林口區;6520新北市坪林區;6602臺中市東  區;6603臺中市南  區;6604臺中市西  區;6605臺中市北  區;6606臺中市西屯區;6607臺中市南屯區;6608臺中市北屯區;6609臺中市豐原區;6610臺中市東勢區;6615臺中市后里區;6616臺中市神岡區;6618臺中市大雅區;6621臺中市外埔區;6623臺中市烏日區;6701臺南市新營區;6706臺南市東山區;6707臺南市麻豆區;6712臺南市佳里區;6716臺南市將軍區;6718臺南市新化區;6719臺南市善化區;6731臺南市永康區;6732臺南市東  區;6733臺南市南  區;6734臺南市北  區;6735臺南市安南區;6736臺南市安平區;6737臺南市中西區;6802桃園市中壢區;6803桃園市大溪區;6804桃園市楊梅區;6808桃園市八德區;6811桃園市新屋區
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U10	1作自己事，但可聽到訪員與受訪者的對談;2部分時間陪同受訪，但未發表意見或干擾;3全程陪同受訪，但未發表意見或干擾;4訪問途中，曾發表意見或干擾訪問進行;5無上述情事;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U1_1	1表示自己太忙，無法受訪;2表示因為家裡的事在忙，無法受訪;3表示對訪問不感興趣;4表示不信任調查訪問;5對調查訪問的用途有疑慮;6對受訪意見及個人資料能否保密有疑慮;7對訪問單位及主持人有疑慮;8質疑訪員身份;9曾有家人反對受訪者接受訪問;10沒有前述情形;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U1_10	1表示自己太忙，無法受訪;2表示因為家裡的事在忙，無法受訪;3表示對訪問不感興趣;4表示不信任調查訪問;5對調查訪問的用途有疑慮;6對受訪意見及個人資料能否保密有疑慮;7對訪問單位及主持人有疑慮;8質疑訪員身份;9曾有家人反對受訪者接受訪問;10沒有前述情形;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U1_2	1表示自己太忙，無法受訪;2表示因為家裡的事在忙，無法受訪;3表示對訪問不感興趣;4表示不信任調查訪問;5對調查訪問的用途有疑慮;6對受訪意見及個人資料能否保密有疑慮;7對訪問單位及主持人有疑慮;8質疑訪員身份;9曾有家人反對受訪者接受訪問;10沒有前述情形;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U1_3	1表示自己太忙，無法受訪;2表示因為家裡的事在忙，無法受訪;3表示對訪問不感興趣;4表示不信任調查訪問;5對調查訪問的用途有疑慮;6對受訪意見及個人資料能否保密有疑慮;7對訪問單位及主持人有疑慮;8質疑訪員身份;9曾有家人反對受訪者接受訪問;10沒有前述情形;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U1_4	1表示自己太忙，無法受訪;2表示因為家裡的事在忙，無法受訪;3表示對訪問不感興趣;4表示不信任調查訪問;5對調查訪問的用途有疑慮;6對受訪意見及個人資料能否保密有疑慮;7對訪問單位及主持人有疑慮;8質疑訪員身份;9曾有家人反對受訪者接受訪問;10沒有前述情形;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U1_5	1表示自己太忙，無法受訪;2表示因為家裡的事在忙，無法受訪;3表示對訪問不感興趣;4表示不信任調查訪問;5對調查訪問的用途有疑慮;6對受訪意見及個人資料能否保密有疑慮;7對訪問單位及主持人有疑慮;8質疑訪員身份;9曾有家人反對受訪者接受訪問;10沒有前述情形;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U1_6	1表示自己太忙，無法受訪;2表示因為家裡的事在忙，無法受訪;3表示對訪問不感興趣;4表示不信任調查訪問;5對調查訪問的用途有疑慮;6對受訪意見及個人資料能否保密有疑慮;7對訪問單位及主持人有疑慮;8質疑訪員身份;9曾有家人反對受訪者接受訪問;10沒有前述情形;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U1_7	1表示自己太忙，無法受訪;2表示因為家裡的事在忙，無法受訪;3表示對訪問不感興趣;4表示不信任調查訪問;5對調查訪問的用途有疑慮;6對受訪意見及個人資料能否保密有疑慮;7對訪問單位及主持人有疑慮;8質疑訪員身份;9曾有家人反對受訪者接受訪問;10沒有前述情形;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U1_8	1表示自己太忙，無法受訪;2表示因為家裡的事在忙，無法受訪;3表示對訪問不感興趣;4表示不信任調查訪問;5對調查訪問的用途有疑慮;6對受訪意見及個人資料能否保密有疑慮;7對訪問單位及主持人有疑慮;8質疑訪員身份;9曾有家人反對受訪者接受訪問;10沒有前述情形;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U1_9	1表示自己太忙，無法受訪;2表示因為家裡的事在忙，無法受訪;3表示對訪問不感興趣;4表示不信任調查訪問;5對調查訪問的用途有疑慮;6對受訪意見及個人資料能否保密有疑慮;7對訪問單位及主持人有疑慮;8質疑訪員身份;9曾有家人反對受訪者接受訪問;10沒有前述情形;99跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U2a	1有;2沒有
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U2b	1有;2沒有
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U2c	1有;2沒有
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U2d	1有;2沒有
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U2e	1有;2沒有
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U2e1_1	10000A題組;10100A1;10200A2;10300A3;10400A4;10401A4a;10402A4b;10403A4c;20000B題組;20100B1;20200B2;20201B2a;20202B2b;20203B2c;20300B3;20400B4;20500B5;20501B5a;20600B6;30000C題組;30100C1;30200C2;30300C3;40000D題組;40100D1;40200D2;40300D3;40400D4;40500D5;40600D6;40700D7;50000E題組;50100E1;50200E2;50300E3;50400E4;50500E5;50600E6;50700E7;50800E8;60000F題組;60100F1;60200F2;70000G題組;70100G1;70200G2;70300G3;70400G4;80000H題組;80100H1;80200H2;80300H3;80400H4;80500H5;80600H6;80700H7;80800H8;80900H9;90000I題組;90100I1;90200I2;90300I3;1e+05J題組;100101J1a;100102J1b;100103J1b1;100104J1b2;100105J1c;100106J1d;100107J1e;100108J1f;100109J1g;100200J2;100300J3;100400J4;100401J4a;100402J4a1;100403J4b;100404J4b1;100500J5;100501J5a;100502J5b;110000K題組;110100K1;110101K1a;110201K2a;110202K2b;110203K2c;110301K3a;110302K3b;110303K3c;110401K4a;110402K4b;110403K4c;110501K5a;110502K5b;110503K5c;110601K6a;110602K6b;110603K6c;110700K7;110701K7a;110800K8;110801K8a;110900K9;110901K9a;111000K10;111100K11;111200K12;111300K13;120000M題組;120101M1a;120102M1b;120200M2;120300M3;120400M4;130000N題組;130100N1題組;130101N1a;130102N1b;130103N1c;130104N1d;130105N1e;130200N2;130201N2a;130202N2b;130300N3;130301N3a;130400N4;130500N5;130600N6;140000P題組;140100P1;140101P1a;140102P1b;140200P2;140300P3;140400P4;140500P5;140501P5a;140502P5b;140503P5c;140600P6;140601P6a;140700P7;140701P7a;140801P8a;140802P8b;140803P8c;140804P8d;140805P8e;140806P8f;140807P8g;150000Q題組;150100Q1;150101Q1a;150102Q1b;150103Q1c;150200Q2;150201Q2a;150202Q2b;150203Q2c;150204Q2d;150300Q3;150301Q3a;150400Q4;150500Q5;150600Q6;150700Q7;150800Q8;150801Q8a;150900Q9;150901Q9a;160000S題組;160100S1;160200S2;160300S3;160400S4;160500S5;160600S6;160601S6a;160602S6b;160700S7;160701S7a;160702S7b;160800S8;160900S9;161000S10;161001S10a;161002S10b;161100S11;161101S12a;161300S13;161301S13a;161400S14;161500S15;161600S16;161700S17;161701S17a;161800S18;161801S18a;161900S19;162000S20;162100S21;999991太多，都是;999999跳題
2016臺灣選舉與民主化調查：總統與立法委員選舉面訪案	U2e1_2	10000A題組;10100A1;10200A2;10300A3;10400A4;10401A4a;10402A4b;10403A4c;20000B題組;20100B1;20200B2;20201B2a;20202B2b;20203B2c;20300B3;20400B4;20500B5;20501B5a;20600B6;30000C題組;30100C1;30200C2;30300C3;40000D題組;40100D1;40200D2;40300D3;40400D4;40500D5;40600D6;40700D7;50000E題組;50100E1;50200E2;50300E3;50400E4;50500E5;50600E6;50700E7;50800E8;60000F題組;60100F1;60200F2;70000G題組;70100G1;70200G2;70300G3;70400G4;80000H題組;80100H1;80200H2;80300H3;80400H4;80500H5;80600H6;80700H7;80800H8;80900H9;90000I題組;90100I1;90200I2;90300I3;1e+05J題組;100101J1a;100102J1b;100103J1b1;100104J1b2;100105J1c;100106J1d;100107J1e;100108J1f;100109J1g;100200J2;100300J3;100400J4;100401J4a;100402J4a1;100403J4b;100404J4b1;100500J5;100501J5a;100502J5b;110000K題組;110100K1;110101K1a;110201K2a;110202K2b;110203K2c;110301K3a;110302K3b;110303K3c;110401K4a;110402K4b;110403K4c;110501K5a;110502K5b;110503K5c;110601K6a;110602K6b;110603K6c;110700K7;110701K7a;110800K8;110801K8a;110900K9;110901K9a;111000K10;111100K11;111200K12;111300K13;120000M題組;120101M1a;120102M1b;120200M2;120300M3;120400M4;130000N題組;130100N1題組;130101N1a;130102N1b;130103N1c;130104N1d;130105N1e;130200N2;130201N2a;130202N2b;130300N3;130301N3a;130400N4;130500N5;130600N6;140000P題組;140100P1;140101P1a;140102P1b;140200P2;140300P3;140400P4;140500P5;140501P5a;140502P5b;140503P5c;140600P6;140601P6a;140700P7;140701P7a;140801P8a;140802P8b;140803P8c;140804P8d;140805P8e;140806P8f;140807P8g;150000Q題組;150100Q1;150101Q1a;150102Q1b;150103Q1c;150200Q2;150201Q2a;150202Q2b;150203Q2c;150204Q2d;150300Q3;150301Q3a;150400Q4;150500Q5;150600Q6;150700Q7;150800Q8;150801Q8a;150900Q9;150901Q9a;160000S題組;160100S1;160200S2;160300S3;160400S4;160500S5;160600S6;160601S6a;160602S6b;160700S7;160701S7a;160702S7b;160800S8;160900S9;161000S10;161001S10a;161002S10b;161100S11;161101S12a;161300S13;161301S13a;161400S14;161500S15;161600S16;161700S17;161701S17a;161800S18;161801S18a;161900S19;162000S20;162100S21;999991太多，都是;999999跳題
